"id","type","mass","i:0","i:1","i:2","v:0","v:1","v:2","f:0","f:1","f:2","radius","Points:0","Points:1","Points:2"
96,1,0.023028,0,0,0,3.8733e-14,4.3076e-14,6.2117e-14,-1.0004e-11,-2.1643e-11,-2.3647e-11,0.00568,0.0050714,0.005058,0.0047129
61,1,0.028664,0,0,0,8.5427e-14,1.1605e-13,3.5077e-14,1.3642e-12,-9.7771e-12,1.0914e-11,0.00611,0.028009,0.0050435,0.0040316
81,1,0.025158,0,0,0,1.07e-13,1.9058e-13,4.2383e-14,-3.0923e-11,1.819e-12,-4.0018e-11,0.00585,0.015809,0.0062545,0.0040459
32,1,0.035151,0,0,0,1.6599e-13,3.4216e-13,8.447e-14,3.3651e-11,1.819e-12,3.638e-11,0.00654,0.022245,0.0087159,0.012172
108,1,0.019788,0,0,0,1.1762e-13,4.6223e-14,7.2361e-14,-4.0927e-12,-2.0179e-12,-3.638e-12,0.0054,0.039103,0.0047704,0.0039179
121,1,0.016768,0,0,0,2.4611e-13,8.0952e-14,2.4679e-13,-1.5916e-11,-2.4556e-11,-5.457e-11,0.00511,0.044116,0.010302,0.010026
100,1,0.021599,0,0,0,3.4717e-14,5.0264e-14,1.1922e-13,2.5011e-12,-2.3988e-11,1.0914e-11,0.00556,0.049939,0.0049242,0.0039949
120,1,0.017065,0,0,0,3.1354e-14,5.4623e-14,1.0014e-13,8.2423e-12,1.7963e-11,-2.7285e-11,0.00514,0.052765,0.0047758,0.012874
110,1,0.01946,0,0,0,3.3035e-14,2.2451e-14,-2.8519e-14,1.7963e-11,1.0914e-11,-3.638e-12,0.00537,0.060683,0.005164,0.0045261
18,1,0.039687,0,0,0,4.4834e-14,-7.6702e-14,-2.1652e-13,1.5802e-11,-3.638e-12,2.9104e-11,0.00681,0.070837,0.010852,0.0051231
17,1,0.040568,0,0,0,3.0573e-13,1.1719e-14,1.031e-14,-8.1855e-12,7.617e-11,-2.0918e-11,0.00686,0.06056,0.013246,0.012637
70,1,0.027416,0,0,0,2.0377e-13,-4.2937e-14,-1.3314e-13,8.046e-12,-1.5007e-11,1.819e-12,0.00602,0.083491,0.0054434,0.0053836
97,1,0.022306,0,0,0,1.443e-13,1.7018e-14,-4.9553e-14,7.9012e-12,2.0464e-12,1.4552e-11,0.00562,0.095028,0.0052395,0.0039451
3,1,0.059634,0,0,0,1.8174e-13,1.7406e-13,1.2838e-13,-1.4325e-11,3.4674e-11,-1.2005e-10,0.0078,0.0080997,0.017705,0.0059244
68,1,0.02769,0,0,0,6.2002e-14,1.7608e-13,1.2806e-13,-1.3642e-11,3.3651e-11,-5.457e-11,0.00604,0.020115,0.025632,0.0040427
76,1,0.026738,0,0,0,2.1742e-13,1.2954e-13,3.4002e-14,1.2562e-11,-1.7735e-11,-2.9104e-11,0.00597,0.028083,0.01673,0.005382
94,1,0.023518,0,0,0,1.9418e-13,5.6838e-14,1.0988e-13,-2.1373e-11,1.8645e-11,-3.2742e-11,0.00572,0.03315,0.026752,0.0042508
111,1,0.018603,0,0,0,1.0097e-13,1.3603e-13,2.2818e-13,-3.6948e-13,-1.4552e-11,3.638e-11,0.00529,0.040188,0.016131,0.0034537
46,1,0.032176,0,0,0,3.2786e-13,1.8445e-13,2.9066e-13,4.6384e-11,-1.819e-11,-3.7744e-11,0.00635,0.038129,0.020161,0.012068
33,1,0.035151,0,0,0,1.6986e-13,1.1249e-13,1.3182e-13,-7.7307e-12,-2.6148e-12,-1.0914e-11,0.00654,0.051377,0.016617,0.0047884
127,1,0.015708,0,0,0,3.0089e-13,1.3376e-13,7.6055e-14,-3.3651e-11,-2.7057e-11,3.0241e-11,0.005,0.054742,0.024255,0.011809
90,1,0.024266,0,0,0,1.7332e-13,1.5565e-14,-1.4412e-14,3.547e-11,1.3415e-11,3.638e-12,0.00578,0.062747,0.019762,0.0038169
79,1,0.026604,0,0,0,5.595e-13,3.9886e-14,-5.6932e-14,4.7748e-11,-2.9104e-11,-6.0936e-11,0.00596,0.065083,0.025432,0.012241
24,1,0.037626,0,0,0,1.8933e-13,5.046e-14,-1.2162e-13,4.6711e-11,6.3665e-12,3.2742e-11,0.00669,0.074156,0.023828,0.0050811
119,1,0.017365,0,0,0,1.8025e-13,2.7559e-15,-1.5233e-13,1.6371e-11,2.2737e-12,1.819e-11,0.00517,0.082593,0.015895,0.0033336
66,1,0.027966,0,0,0,3.8097e-13,7.3284e-14,-2.9244e-13,9.3223e-11,-9.0949e-13,-1.4552e-11,0.00606,0.085249,0.024777,0.0094437
13,1,0.042734,0,0,0,1.9703e-13,2.5235e-14,-1.3456e-13,3.5925e-11,-4.3201e-12,-4.7294e-11,0.00698,0.093787,0.017179,0.005537
64,1,0.027966,0,0,0,1.4005e-13,2.0168e-13,9.463e-14,-7.0486e-12,-1.4097e-11,-3.638e-12,0.00606,0.0054029,0.031048,0.0046132
49,1,0.031572,0,0,0,2.3916e-13,3.163e-13,2.6456e-13,6.5938e-12,7.0941e-11,3.6835e-11,0.00631,0.0090045,0.039801,0.010331
125,1,0.016088,0,0,0,1.7811e-13,2.7971e-13,2.4726e-13,-1.819e-12,-1.7849e-11,-8.8676e-12,0.00504,0.014647,0.030829,0.010788
114,1,0.018497,0,0,0,9.7027e-14,2.343e-13,1.5268e-13,-3.8199e-11,8.8107e-12,-4.0018e-11,0.00528,0.015921,0.036943,0.0035398
5,1,0.0556,0,0,0,1.4669e-13,3.0376e-13,2.0165e-13,4.1496e-12,-5.1614e-11,-1.9099e-11,0.00762,0.02666,0.036481,0.0071095
118,1,0.017568,0,0,0,1.087e-13,2.023e-13,1.4708e-13,-2.4102e-11,-1.9782e-11,1.4552e-11,0.00519,0.038018,0.038018,0.0032889
4,1,0.055819,0,0,0,3.4781e-13,3.0583e-13,8.1965e-14,1.105e-10,-1.3051e-10,-6.3665e-11,0.00763,0.041412,0.041191,0.012909
6,1,0.054297,0,0,0,2.2714e-13,1.1636e-13,1.3031e-13,-7.9581e-12,4.5475e-12,-3.638e-12,0.00756,0.0457,0.029011,0.0056044
107,1,0.019898,0,0,0,2.3571e-13,8.0344e-14,-5.5031e-14,-3.547e-11,-1.1141e-11,3.638e-11,0.00541,0.048825,0.041299,0.0038633
48,1,0.031722,0,0,0,3.5592e-13,1.8541e-13,-7.1408e-14,-1.1005e-10,2.1828e-11,-1.2278e-11,0.00632,0.053427,0.036877,0.012183
62,1,0.028523,0,0,0,3.1543e-13,-1.2109e-14,-5.3556e-14,-1.9554e-11,-1.1823e-11,-1.819e-11,0.0061,0.060167,0.042253,0.0045138
47,1,0.031873,0,0,0,2.1827e-13,3.9802e-14,-2.5916e-14,5.7813e-11,-8.4128e-12,0,0.00633,0.058975,0.030397,0.0046132
82,1,0.025158,0,0,0,3.0504e-13,4.1392e-14,-7.5411e-14,3.3197e-11,6.9633e-12,4.0018e-11,0.00585,0.069685,0.035147,0.0044206
131,1,0.013984,0,0,0,6.4957e-13,1.712e-13,-9.0907e-14,3.2287e-11,2.8649e-11,2.1146e-11,0.00481,0.064102,0.035614,0.012589
31,1,0.035151,0,0,0,3.1549e-13,-3.8425e-14,-1.716e-13,6.4347e-11,7.7307e-12,-1.4552e-11,0.00654,0.081776,0.035015,0.0049486
117,1,0.017568,0,0,0,5.8767e-13,-6.4089e-14,-2.3993e-13,8.049e-11,-3.0127e-12,7.9581e-11,0.00519,0.074847,0.041917,0.010067
73,1,0.027279,0,0,0,2.6676e-13,2.4633e-14,-2.2909e-14,8.0604e-11,1.3188e-11,2.1828e-11,0.00601,0.094663,0.031868,0.0039234
245,1,0.018815,0,0,0,6.9662e-13,-4.2375e-14,-1.0464e-13,1.2824e-10,-2.2737e-11,-8.7311e-11,0.00531,0.090912,0.037648,0.010609
128,1,0.015708,0,0,0,1.2222e-14,2.0372e-13,6.3152e-14,7.1623e-12,1.728e-11,5.457e-12,0.005,0.0043189,0.045638,0.0038299
42,1,0.033097,0,0,0,1.9029e-13,1.4741e-13,2.0307e-13,2.3874e-11,-7.7307e-12,8.0036e-11,0.00641,0.016797,0.048232,0.0049339
39,1,0.033564,0,0,0,2.0781e-13,2.8311e-14,1.1123e-13,4.1837e-11,-5.2751e-11,-4.7294e-11,0.00644,0.029427,0.047947,0.0046161
44,1,0.032481,0,0,0,1.8911e-13,1.2248e-13,2.8022e-14,1.728e-11,-6.5938e-12,-5.0932e-11,0.00637,0.042255,0.05085,0.0043082
1,1,0.064099,0,0,0,3.4086e-13,1.8898e-13,-2.5784e-13,-9.1177e-11,2.3192e-11,5.8208e-11,0.00799,0.057888,0.055404,0.0058202
93,1,0.02389,0,0,0,4.0906e-13,-5.5157e-14,-1.6112e-13,-5.69e-11,-5.9117e-12,0,0.00575,0.069732,0.048057,0.0039755
15,1,0.041642,0,0,0,4.632e-13,-9.6439e-14,-2.1752e-13,-4.3201e-11,4.8203e-11,8.7311e-11,0.00692,0.083875,0.047791,0.0050128
65,1,0.027966,0,0,0,7.0351e-13,-1.3798e-14,-4.2571e-13,7.276e-11,-2.2737e-11,1.819e-12,0.00606,0.075622,0.052319,0.012209
105,1,0.020342,0,0,0,3.5322e-13,-6.7738e-14,-2.0891e-14,4.1467e-11,-6.8212e-13,-2.5466e-11,0.00545,0.095278,0.043059,0.0038829
75,1,0.027143,0,0,0,3.467e-13,-6.1937e-14,-1.4736e-13,2.3419e-11,2.3164e-11,-1.2733e-11,0.006,0.094672,0.054331,0.0046724
37,1,0.034035,0,0,0,-2.2346e-15,7.0009e-14,5.6669e-14,2.8649e-11,4.8658e-11,-3.2742e-11,0.00647,0.0060488,0.059894,0.0049763
109,1,0.019678,0,0,0,4.6999e-14,-6.9667e-15,1.2564e-13,4.2064e-11,-2.0009e-11,2.9104e-11,0.00539,0.012315,0.069425,0.0039319
129,1,0.015149,0,0,0,3.9288e-14,-2.3756e-14,8.9211e-14,-3.2742e-11,1.5916e-11,1.0687e-11,0.00494,0.0041326,0.070217,0.0083059
35,1,0.034351,0,0,0,1.8565e-13,2.5059e-14,1.5375e-13,1.1482e-11,-1.6371e-11,4.3656e-11,0.00649,0.019598,0.060477,0.004127
106,1,0.020342,0,0,0,3.6851e-13,1.1767e-13,1.2554e-13,3.0923e-11,-2.683e-11,1.9099e-11,0.00545,0.02641,0.065413,0.011232
36,1,0.034193,0,0,0,2.6714e-13,1.379e-13,6.3815e-14,-1.1369e-12,-1.5916e-12,-3.2742e-11,0.00648,0.03242,0.059352,0.0047028
58,1,0.028805,0,0,0,1.6873e-13,7.2893e-14,-3.3749e-14,1.0459e-11,1.6371e-11,-3.638e-12,0.00612,0.034871,0.071163,0.0048671
53,1,0.03024,0,0,0,2.4362e-13,1.3442e-13,-1.386e-13,7.4181e-12,-3.2514e-11,0,0.00622,0.044365,0.062696,0.004774
22,1,0.037795,0,0,0,2.9184e-13,2.6519e-13,-2.5711e-13,-4.5141e-11,-3.3197e-11,-4.0018e-11,0.0067,0.05517,0.06946,0.0047781
103,1,0.020454,0,0,0,3.613e-13,1.3303e-13,-1.9625e-13,7.8671e-11,-6.5938e-12,-1.819e-12,0.00546,0.046954,0.069858,0.012302
52,1,0.030533,0,0,0,3.1733e-13,2.9242e-13,-2.9601e-13,-8.6402e-11,1.819e-11,7.276e-12,0.00624,0.067033,0.069375,0.0044481
27,1,0.035637,0,0,0,6.8566e-13,1.8055e-13,-5.6325e-13,-2.2465e-10,-3.422e-11,-8.1855e-12,0.00657,0.067097,0.06178,0.013332
86,1,0.024518,0,0,0,3.7056e-13,-4.2578e-14,-3.6693e-13,-1.1369e-12,-5.6843e-13,-2.5466e-11,0.0058,0.072487,0.058864,0.0042141
51,1,0.030827,0,0,0,4.2326e-13,-2.1166e-14,-3.8111e-13,-8.8221e-11,2.2283e-11,5.8208e-11,0.00626,0.084454,0.060893,0.0047489
130,1,0.014784,0,0,0,5.9776e-13,2.3106e-13,-4.4e-13,-2.9559e-12,-3.0468e-11,1.9554e-11,0.0049,0.07673,0.0679,0.0050938
124,1,0.01628,0,0,0,3.5818e-13,-1.9482e-14,-1.1145e-13,-1.7508e-11,2.5011e-11,0,0.00506,0.095624,0.065246,0.0035235
88,1,0.024392,0,0,0,6.2299e-13,-1.5155e-13,-4.3135e-13,-1.4552e-11,1.0277e-10,4.5475e-12,0.00579,0.093312,0.062023,0.01212
85,1,0.024518,0,0,0,9.6289e-14,-7.9997e-14,5.5344e-14,1.3642e-12,-5.9117e-12,0,0.0058,0.0055345,0.079576,0.0045278
104,1,0.020454,0,0,0,2.3131e-13,-1.4812e-13,1.446e-13,9.0949e-12,-1.819e-12,-4.0927e-11,0.00546,0.011728,0.085427,0.01015
38,1,0.033877,0,0,0,1.5005e-13,2.4744e-14,6.8451e-14,-7.0486e-12,-9.5497e-12,7.276e-12,0.00646,0.022916,0.072551,0.0043294
113,1,0.018603,0,0,0,1.9157e-13,-3.2433e-14,1.2073e-13,-1.1369e-12,-1.0004e-11,-7.276e-12,0.00529,0.018331,0.083177,0.0038113
89,1,0.024392,0,0,0,1.5643e-13,7.5514e-14,3.975e-14,4.0245e-11,3.4106e-12,-3.638e-11,0.00579,0.028904,0.08273,0.0042954
26,1,0.036955,0,0,0,3.0604e-13,1.3709e-13,2.8867e-13,3.1775e-11,1.728e-11,-2.1828e-11,0.00665,0.039459,0.082051,0.0078359
122,1,0.016669,0,0,0,8.8102e-14,1.1759e-13,-3.2519e-14,-2.9786e-11,3.0042e-11,-1.2733e-11,0.0051,0.045211,0.073978,0.0038967
126,1,0.016088,0,0,0,2.3717e-13,3.2187e-13,2.6285e-13,-5.6389e-11,1.4552e-11,-3.0923e-11,0.00504,0.049588,0.083345,0.003642
112,1,0.018603,0,0,0,3.1903e-13,5.8439e-13,-5.9401e-14,2.2737e-12,4.1382e-11,-7.276e-12,0.00529,0.052404,0.078211,0.01127
50,1,0.031272,0,0,0,2.1914e-13,3.9786e-13,-9.3727e-14,-5.3433e-11,-1.3756e-11,-1.819e-11,0.00629,0.060251,0.081561,0.0046575
123,1,0.016669,0,0,0,5.5212e-13,5.6529e-13,-1.3712e-13,-3.6266e-11,2.9104e-11,-2.9559e-11,0.0051,0.065838,0.085683,0.012372
43,1,0.032942,0,0,0,5.6853e-13,2.2936e-13,-3.7495e-13,-9.9817e-11,-6.3665e-12,7.276e-11,0.0064,0.085175,0.073785,0.0049285
14,1,0.041642,0,0,0,4.4382e-13,2.931e-13,-2.2187e-13,-1.7872e-10,-3.1264e-11,-9.8225e-11,0.00692,0.072821,0.080759,0.0051346
21,1,0.037964,0,0,0,6.4833e-13,5.9654e-13,-3.4405e-13,9.1404e-11,3.1832e-12,1.0186e-10,0.00671,0.084305,0.0855,0.007894
78,1,0.026604,0,0,0,4.7517e-13,2.0511e-13,-1.6177e-13,-7.8217e-11,5.2253e-11,-7.276e-12,0.00596,0.094791,0.081643,0.0042
69,1,0.027416,0,0,0,5.4993e-13,1.0838e-13,-2.6251e-13,1.819e-12,3.0468e-11,4.4338e-11,0.00602,0.095159,0.072503,0.010391
67,1,0.027828,0,0,0,7.2906e-14,-1.0044e-13,4.995e-14,2.6375e-11,-1.5234e-11,5.457e-12,0.00605,0.0052766,0.091677,0.0046523
101,1,0.020793,0,0,0,1.2608e-13,-2.3084e-13,9.352e-14,2.7512e-11,-2.3647e-11,-1.2051e-11,0.00549,0.010276,0.095629,0.012873
74,1,0.027143,0,0,0,1.8224e-13,-9.1272e-14,1.2206e-13,-9.0097e-12,-1.0459e-11,2.5466e-11,0.006,0.016558,0.094233,0.0048038
91,1,0.024266,0,0,0,1.9976e-13,-4.5964e-14,1.2157e-13,-2.2965e-11,-1.1823e-11,-1.819e-12,0.00578,0.027723,0.094728,0.0043851
9,1,0.047492,0,0,0,3.9632e-13,-1.5885e-13,1.9369e-13,1.728e-11,5.1841e-11,7.185e-11,0.00723,0.023178,0.088315,0.013103
84,1,0.025029,0,0,0,3.5542e-13,4.1475e-13,4.0788e-13,7.9922e-11,2.6375e-11,5.2978e-11,0.00584,0.034446,0.094792,0.012395
8,1,0.047492,0,0,0,3.4972e-13,4.922e-13,4.8774e-13,3.8199e-11,-4.6839e-11,1.2369e-10,0.00723,0.044393,0.093701,0.0050351
98,1,0.022187,0,0,0,2.5809e-13,3.0507e-13,-2.2916e-14,-8.481e-11,1.5234e-11,2.1828e-11,0.00561,0.056566,0.094877,0.0040791
115,1,0.018288,0,0,0,3.4921e-13,5.4703e-13,1.3817e-13,-8.7766e-11,3.0468e-11,-5.457e-12,0.00526,0.053213,0.088113,0.010349
12,1,0.043103,0,0,0,2.8521e-13,2.669e-13,3.5315e-14,-8.6175e-11,5.4342e-11,-1.4552e-11,0.007,0.069254,0.093581,0.0054349
92,1,0.024015,0,0,0,2.6044e-13,2.7156e-13,-1.1947e-13,-3.9563e-11,3.4561e-11,2.5466e-11,0.00576,0.081651,0.095185,0.0040366
99,1,0.022069,0,0,0,3.8785e-13,3.9085e-13,-2.1572e-13,6.2244e-11,2.0009e-11,-9.527e-11,0.0056,0.078029,0.095012,0.013113
41,1,0.033252,0,0,0,1.0958e-13,3.5918e-13,7.2123e-14,-6.0027e-11,7.276e-12,1.0914e-11,0.00642,0.094079,0.094219,0.0048747
57,1,0.028946,0,0,0,8.9532e-14,1.6735e-13,9.5205e-14,-3.1491e-11,-5.0022e-12,-7.617e-12,0.00613,0.01094,0.0056451,0.013829
261,1,0.013984,0,0,0,4.4985e-14,6.0259e-14,4.492e-14,-1.0004e-11,2.899e-12,-5.9686e-13,0.00481,0.0043306,0.0044849,0.021563
116,1,0.017771,0,0,0,1.2841e-13,1.6121e-13,1.2345e-13,-2.2965e-11,6.3665e-12,-3.3225e-11,0.00521,0.025441,0.0042891,0.020579
174,1,0.03372,0,0,0,1.6868e-13,2.6614e-13,1.6377e-13,2.4102e-11,-2.8194e-11,1.0914e-11,0.00645,0.016882,0.011742,0.021996
19,1,0.039165,0,0,0,2.5531e-13,1.4396e-13,1.2987e-13,-1.061e-10,-5.2751e-11,-7.6909e-11,0.00678,0.034362,0.0060495,0.013541
208,1,0.027143,0,0,0,3.4776e-13,1.7302e-13,4.2962e-13,3.9563e-11,2.5921e-11,-1.5916e-11,0.006,0.039927,0.013822,0.021037
190,1,0.030533,0,0,0,2.4409e-13,1.5865e-13,1.7336e-13,-6.8553e-11,-3.0923e-11,4.0018e-11,0.00624,0.034553,0.0050278,0.025128
240,1,0.019898,0,0,0,2.5638e-13,4.0656e-14,1.8286e-13,-1.5689e-11,1.5461e-11,5.3547e-11,0.00541,0.044829,0.0046098,0.017924
375,1,0.017669,0,0,0,3.381e-13,1.3601e-13,2.0774e-13,-1.1119e-10,-1.1823e-11,4.6839e-11,0.0052,0.054251,0.0089766,0.021437
56,1,0.02923,0,0,0,1.6003e-13,1.4165e-14,-4.5108e-13,1.7053e-11,1.2733e-11,-2.7057e-11,0.00615,0.07069,0.0052592,0.014924
251,1,0.016088,0,0,0,1.5102e-13,5.1202e-14,-1.1134e-13,1.6087e-11,-3.638e-12,-8.2991e-12,0.00504,0.060758,0.0034728,0.017316
221,1,0.023518,0,0,0,6.2821e-13,-2.0896e-13,-4.2413e-13,-5.6389e-11,3.4106e-12,3.8654e-11,0.00572,0.064417,0.0093173,0.023998
102,1,0.020567,0,0,0,3.5544e-13,4.1586e-14,-2.5753e-13,-1.4893e-11,-2.1828e-11,1.0232e-11,0.00547,0.081835,0.0042749,0.016382
256,1,0.015149,0,0,0,5.4743e-13,-4.8196e-15,-3.6816e-13,-6.321e-11,-6.3665e-12,3.4561e-11,0.00494,0.085943,0.011584,0.022077
168,1,0.03483,0,0,0,7.094e-13,-2.9238e-13,-7.723e-13,1.9259e-10,3.4106e-12,-5.2751e-11,0.00652,0.075719,0.010441,0.024046
29,1,0.035637,0,0,0,4.923e-13,-8.2275e-14,-1.8228e-13,3.2401e-11,-9.0949e-13,-8.7311e-11,0.00657,0.09244,0.0066558,0.013781
161,1,0.036955,0,0,0,6.0426e-13,-2.0284e-14,-1.6991e-13,-1.5461e-10,-1.5007e-11,8.5834e-11,0.00665,0.094387,0.0059572,0.025419
45,1,0.032328,0,0,0,1.9983e-13,2.3788e-13,8.1331e-14,-4.0018e-11,2.2737e-12,-2.558e-11,0.00636,0.0056216,0.027188,0.015176
80,1,0.025158,0,0,0,1.2545e-13,1.9318e-13,1.7686e-13,-1.1823e-11,-1.0459e-11,4.7457e-11,0.00585,0.0050124,0.014557,0.017218
252,1,0.016088,0,0,0,2.0945e-13,2.4845e-13,1.621e-13,-2.7285e-11,-1.2506e-12,5.025e-11,0.00504,0.011885,0.021198,0.021391
23,1,0.037795,0,0,0,2.144e-13,3.1869e-13,2.4224e-13,-1.7621e-11,-5.0022e-12,1.0004e-11,0.0067,0.018908,0.020605,0.013459
201,1,0.027966,0,0,0,1.883e-13,5.1147e-13,3.484e-13,-1.5461e-11,-8.4128e-12,4.9567e-11,0.00606,0.023073,0.023056,0.024326
181,1,0.032481,0,0,0,2.4636e-13,2.9738e-13,2.9017e-13,-1.3068e-10,-3.1378e-11,4.0927e-12,0.00637,0.029026,0.015906,0.017981
234,1,0.020793,0,0,0,3.5478e-13,3.4482e-13,4.1014e-13,3.5698e-11,-2.7285e-12,-1.2278e-11,0.00549,0.035025,0.023093,0.023788
189,1,0.030975,0,0,0,3.388e-13,1.8301e-13,3.4502e-13,2.0009e-11,6.0936e-11,3.1832e-12,0.00627,0.049129,0.016506,0.0161
150,1,0.039513,0,0,0,3.5509e-13,2.2708e-13,1.7369e-13,-5.1045e-11,7.276e-12,-9.7316e-11,0.0068,0.046333,0.028143,0.018448
138,1,0.05344,0,0,0,4.2248e-13,1.0055e-13,3.9158e-13,-6.2059e-11,8.7311e-11,5.0932e-11,0.00752,0.058414,0.020286,0.023921
83,1,0.025029,0,0,0,5.924e-13,7.8124e-14,-1.2225e-13,1.8645e-11,-1.4779e-11,5.8208e-11,0.00584,0.069724,0.018126,0.018084
